Model,RMSE,MAE,MSE,R2,Pearson,Median_AE,Explained_Variance,Data,Mode,Dataset,Type
GCN,0.7106023983812643,0.4330868422985077,0.5049557685852051,0.3346210718154907,0.6179335293717632,0.21467733,0.3360599875450134,Davis,cold_protein,Test,InHouse
DeepDTA,0.5802448944909201,0.3452859222888946,0.3366841375827789,0.4886345863342285,0.69931439,0.14336967,0.4886345863342285,Kiba,random,Training,InHouse
DeepDTA,0.559653736972593,0.3086141943931579,0.3132123053073883,0.481630265712738,0.69626002,0.07666397,0.4846299290657043,Kiba,random,Validation,InHouse
DeepDTA,0.5732262006411751,0.3168983161449432,0.3285882771015167,0.4905442595481872,0.70249892,0.09527397,0.4934616088867187,Kiba,random,Test,InHouse
Diffusion,0.4333841831223492,0.2991105318069458,0.1878218501806259,0.733027458190918,0.878982134685661,0.2048769,0.7705790996551514,Kiba,random,Training,InHouse
Diffusion,0.5018539033781105,0.3354813754558563,0.2518573403358459,0.6136524677276611,0.808533164911017,0.21639109,0.6537198424339294,Kiba,random,Validation,InHouse
Diffusion,0.5115603427456978,0.3384915888309479,0.2616939842700958,0.6216551065444946,0.8128691091654275,0.21612072,0.6606699228286743,Kiba,random,Test,InHouse
Random Forest,0.1978097185160451,0.1249649253326907,0.039128684739397,0.944381957310328,0.9821245089096514,0.0720001481200007,0.9444552820552724,Kiba,random,Training,InHouse
Random Forest,0.5039209036649466,0.3242087038519188,0.2539362771504963,0.6104633786542717,0.7911991499445302,0.1930226034100126,0.6113438991682074,Kiba,random,Validation,InHouse
Random Forest,0.5227633826672677,0.3341585835625821,0.2732815542577241,0.6049023448496935,0.787152985680855,0.1960226838199998,0.605634724032289,Kiba,random,Test,InHouse
SVR,0.6430550972153192,0.38825782687591,0.4135198580546035,0.4122172704887494,0.6708811468371837,0.206630239086655,0.4362847227241402,Kiba,random,Training,InHouse
SVR,0.6274416766327235,0.3867649942088985,0.3936830575756832,0.3960927132982987,0.6552456461274704,0.2121525886147042,0.4199635075369516,Kiba,random,Validation,InHouse
SVR,0.6436059863096457,0.394263798397787,0.4142286656136118,0.4011276212018519,0.6593320537575234,0.2170108967401347,0.4237896969621423,Kiba,random,Test,InHouse
GBM,0.6674985153213496,0.4598332840093123,0.4455542679562059,0.3666831261822872,0.6404132233967933,0.3131895461473313,0.3666831261822872,Kiba,random,Training,InHouse
GBM,0.6524840057277612,0.4497503737510813,0.4257353777305451,0.3469246596451498,0.6188612244792242,0.3063565769629521,0.3469352749680666,Kiba,random,Validation,InHouse
GBM,0.6705525919999247,0.4630746110146475,0.4496407786378174,0.3499304489017175,0.6225014934734727,0.318593425541521,0.3499975965670995,Kiba,random,Test,InHouse
Linear Regression,0.7108026331066675,0.5004441662612892,0.5052403832313718,0.2818444731719943,0.5308902684870006,0.3558441162109371,0.2818444771741698,Kiba,random,Training,InHouse
Linear Regression,0.6912689925226649,0.4916746446522135,0.4778528200233002,0.266976837255563,0.5175028164817264,0.3521310559646,0.2670292754379183,Kiba,random,Validation,InHouse
Linear Regression,0.7133709700924812,0.503822736698881,0.5088981409706876,0.2642589334139599,0.5145793035463903,0.3608771021809076,0.2643222484453045,Kiba,random,Test,InHouse
MLP,0.373934088646812,0.2625105579374189,0.1398267026521219,0.8012484301719563,0.9106811932512904,0.1859651565551754,0.8293397658920424,Kiba,random,Training,InHouse
MLP,0.4967037037362247,0.3297370718581293,0.2467145693052833,0.6215414321956451,0.8115192015763226,0.2076285170917975,0.6524845304921212,Kiba,random,Validation,InHouse
MLP,0.5155407742084543,0.3394135181893444,0.2657822898714524,0.6157444296088204,0.8074321736416941,0.2120122649326168,0.6449782156120025,Kiba,random,Test,InHouse
XGBoost,0.4324580727794466,0.2968641339218854,0.1870199847121131,0.7341672595739699,0.8619013651285594,0.2019898032148432,0.7341672638761683,Kiba,random,Training,InHouse
XGBoost,0.5194404799945651,0.3488100372048394,0.2698184122569842,0.5861002852098833,0.7661682921383788,0.2301480784638672,0.5861255856482493,Kiba,random,Validation,InHouse
XGBoost,0.5251106092121092,0.3516772864119444,0.2757411519071124,0.601346373915153,0.7762633629397215,0.2294100761413577,0.601362666601146,Kiba,random,Test,InHouse
GraphDTA,0.5165515435563243,0.3440883755683899,0.2668254971504211,0.6207306385040283,0.7892860442662667,0.2126131,0.6207313537597656,Kiba,random,Training,InHouse
GraphDTA,0.5281735426133294,0.3497747778892517,0.2789672911167145,0.5720659494400024,0.756449137951458,0.21345472,0.5720794796943665,Kiba,random,Validation,InHouse
GraphDTA,0.545903978677923,0.3603849411010742,0.2980111539363861,0.5691494941711426,0.7546350851630231,0.21732569,0.5691664218902588,Kiba,random,Test,InHouse
FNN,0.3356145370884186,0.2323320657014846,0.1126371175050735,0.8398960828781128,0.9211116906842964,0.15565681,0.8468805551528931,Kiba,random,Training,InHouse
FNN,0.4511723704149573,0.2978712022304535,0.2035565078258514,0.6877456307411194,0.8342208871904111,0.18347216,0.6951625347137451,Kiba,random,Validation,InHouse
FNN,0.4661087326828497,0.3050815165042877,0.2172573506832122,0.6858994960784912,0.8331632995430284,0.18596935,0.693533182144165,Kiba,random,Test,InHouse
DeepPurpose,0.5245826203082034,0.3516731251975197,0.2751869255294206,0.6088455752174937,0.7823246652005985,0.2251595988154289,0.6089518032783254,Kiba,random,Training,InHouse
DeepPurpose,0.5489308680307555,0.3651633092200023,0.3013250978769988,0.5377692314355189,0.733641341076182,0.2305387155925302,0.5378969463163095,Kiba,random,Validation,InHouse
DeepPurpose,0.5602320928905303,0.3722975645647317,0.3138599979045038,0.546235934019156,0.7394390235588469,0.2310824341877433,0.5463572729259536,Kiba,random,Test,InHouse
MolTrans,0.0647545186736287,0.0507184595312204,0.0041931476886533,-0.9270019823481296,0.4745823688993462,0.0495282113552093,0.2125271978016437,Kiba,random,Training,InHouse
MolTrans,0.0566153680313241,0.0502402872860837,0.0032052998973222,-2.847779082404159,0.4998504814896425,0.049213171005249,0.090549072088071,Kiba,random,Validation,InHouse
MolTrans,0.0570289705505601,0.0504487024221037,0.0032523034820566,-2.535582062148877,0.5214682624428979,0.0491152107715606,0.1374344973330439,Kiba,random,Test,InHouse
DCN,0.1462014390437076,0.1055179461836814,0.0213748607784509,0.969617486000061,0.9857977907626438,0.0804081,0.9714881777763368,Kiba,random,Training,InHouse
DCN,0.4804101768704877,0.3128722906112671,0.2307939380407333,0.6459635496139526,0.8182677405331276,0.19072151,0.6487166881561279,Kiba,random,Validation,InHouse
DCN,0.4906206167231795,0.3185594975948334,0.240708589553833,0.6519948244094849,0.8213531440759863,0.19202805,0.654059886932373,Kiba,random,Test,InHouse
GCN,0.3386821846454246,0.2367390543222427,0.1147056221961975,0.8369559049606323,0.9154927381960454,0.16635513,0.8371835947036743,Kiba,random,Training,InHouse
GCN,0.4846895642362671,0.327390968799591,0.2349239736795425,0.6396281719207764,0.8026875030308739,0.21347189,0.639893651008606,Kiba,random,Validation,InHouse
GCN,0.4912483398273555,0.3294555246829986,0.2413249313831329,0.6511037349700928,0.8096661068036861,0.215137,0.6513371467590332,Kiba,random,Test,InHouse
DeepDTA,0.5782981304023043,0.3510612249374389,0.3344287276268005,0.4901825785636902,0.70048082,0.14810658,0.490182876586914,Kiba,cold_drug,Training,InHouse
DeepDTA,0.7048133923727131,0.4711562693119049,0.4967619180679321,0.1193227767944336,0.38277286,0.16260242,0.1194903850555419,Kiba,cold_drug,Validation,InHouse
DeepDTA,0.7645560217266155,0.5020768642425537,0.584545910358429,0.131276786327362,0.40237331,0.16260242,0.1389904618263244,Kiba,cold_drug,Test,InHouse
Diffusion,0.46821142091599,0.3334393799304962,0.2192219346761703,0.6856921911239624,0.881425317898582,0.24147892,0.7733514308929443,Kiba,cold_drug,Training,InHouse
Diffusion,0.6800729382189531,0.4470361471176147,0.46249920129776,0.2484734654426574,0.5976970692368642,0.27823544,0.3480737805366516,Kiba,cold_drug,Validation,InHouse
Diffusion,0.7415743654300917,0.4927771091461181,0.5499325394630432,0.2476656436920166,0.6035603235763878,0.31546497,0.3559217453002929,Kiba,cold_drug,Test,InHouse
Random Forest,0.1873450012685427,0.1183723824106492,0.0350981495003102,0.9496782801791178,0.983125076298648,0.0689794324000114,0.9497391351514936,Kiba,cold_drug,Training,InHouse
Random Forest,0.6315607776106156,0.4063215553234089,0.3988690158161255,0.3518677380175913,0.5965848027774895,0.2385305987900015,0.3520138143692097,Kiba,cold_drug,Validation,InHouse
Random Forest,0.678142766166296,0.4304943317290608,0.4598776113036756,0.3708651081347969,0.6133037588834815,0.2600088783299981,0.37088639756697,Kiba,cold_drug,Test,InHouse
SVR,0.6263655683545379,0.3822859989492875,0.3923338252201033,0.4374941952764066,0.6868339114188443,0.2053615600203162,0.461063612908802,Kiba,cold_drug,Training,InHouse
SVR,0.7020839518692334,0.4648103482902984,0.4929218754723201,0.1990388888021266,0.4789532346494536,0.2942013989165417,0.2267396467054472,Kiba,cold_drug,Validation,InHouse
SVR,0.7681840578061268,0.5016140923012684,0.5901067466674867,0.1927053304440595,0.4717436445870804,0.3109093053948548,0.2165580522019502,Kiba,cold_drug,Test,InHouse
GBM,0.6583291012449453,0.457728272557926,0.4333972055459774,0.3786198685932095,0.6493419681729737,0.3176895286627612,0.3786198685932095,Kiba,cold_drug,Training,InHouse
GBM,0.6975056856547942,0.4763203709520677,0.4865141815207646,0.2094509113213867,0.4685347529585189,0.3162137200278963,0.2096016328058947,Kiba,cold_drug,Validation,InHouse
GBM,0.7523638360928044,0.5070492899959133,0.5660513418602803,0.2256142917201975,0.4884719360350295,0.3442091697470957,0.2257557055625838,Kiba,cold_drug,Test,InHouse
Linear Regression,0.6919029766133312,0.4908957599259247,0.478729729046388,0.3136246885384589,0.56002205309382,0.3511269736328124,0.3136246999513458,Kiba,cold_drug,Training,InHouse
Linear Regression,0.7687649150550284,0.5501599810647194,0.5909994946195651,0.0396701070037004,0.3385745401038689,0.3840869116821288,0.0402717135217606,Kiba,cold_drug,Validation,InHouse
Linear Regression,0.8381996017505872,0.6058908440549978,0.702578572374843,0.0388384141928268,0.3473165939949768,0.4522459634848648,0.039263676797853,Kiba,cold_drug,Test,InHouse
MLP,0.3180925892023263,0.2191172320959535,0.1011828953054399,0.854929750408038,0.9247391784483698,0.1488990321040031,0.8551073752601258,Kiba,cold_drug,Training,InHouse
MLP,0.6817108976298122,0.4522361294965408,0.4647297479472442,0.2448489834908233,0.5712224492475049,0.274738946707032,0.244850543099277,Kiba,cold_drug,Validation,InHouse
MLP,0.7901891346017534,0.5171905521963095,0.624398868442668,0.1457920435290967,0.5324827736437276,0.3061775207519535,0.1458396050488279,Kiba,cold_drug,Test,InHouse
XGBoost,0.4212529754357299,0.288596023476511,0.1774540693134557,0.7455765023455669,0.8678718310508731,0.1952940614531257,0.7455765085653063,Kiba,cold_drug,Training,InHouse
XGBoost,0.675871916442921,0.4513492734597012,0.4568028474362268,0.2577296028294875,0.5185609396509883,0.2804352488686508,0.2587126533606484,Kiba,cold_drug,Validation,InHouse
XGBoost,0.7245210489815269,0.4805199944916511,0.5249307504172921,0.2818692565522086,0.5416236400250156,0.3057914846538079,0.2823778290331291,Kiba,cold_drug,Test,InHouse
GraphDTA,0.5149145723061486,0.3422954976558685,0.2651370167732239,0.6198616623878479,0.7923530926880804,0.21096134,0.6258506178855896,Kiba,cold_drug,Training,InHouse
GraphDTA,0.614285733751284,0.4023626148700714,0.3773469626903534,0.3868394494056701,0.6282757634846923,0.23612595,0.3911920189857483,Kiba,cold_drug,Validation,InHouse
GraphDTA,0.6890097643336132,0.4378187954425812,0.4747344553470611,0.3505402207374573,0.6053329940067299,0.25977135,0.3577075600624084,Kiba,cold_drug,Test,InHouse
FNN,0.3308950956624151,0.2244354337453842,0.1094915643334388,0.8430172204971313,0.9205685939964594,0.1445694,0.845166027545929,Kiba,cold_drug,Training,InHouse
FNN,0.643632967967937,0.4231132566928863,0.4142633974552154,0.3268529772758484,0.596562808205032,0.25494003,0.3272634744644165,Kiba,cold_drug,Validation,InHouse
FNN,0.711286438208019,0.4597706496715545,0.5059283971786499,0.3078654408454895,0.5893303772319055,0.27658558,0.3079268336296081,Kiba,cold_drug,Test,InHouse
DeepPurpose,0.4895457956921619,0.3270197935779,0.2396550860798719,0.6563962411963026,0.8120874622177056,0.2093712480375984,0.6564276675242613,Kiba,cold_drug,Training,InHouse
DeepPurpose,0.648104279579066,0.4394358644169751,0.4200391572087001,0.3174678446110247,0.5819719343766008,0.2813981891958015,0.3199773854493902,Kiba,cold_drug,Validation,InHouse
DeepPurpose,0.7039298893297079,0.4546452101695478,0.4955172890917348,0.3221082991922214,0.5802824335860342,0.2779235377192375,0.3222190779333702,Kiba,cold_drug,Test,InHouse
DCN,0.144770514420576,0.1045856475830078,0.0209585018455982,0.9699509143829346,0.9854881356474484,0.07898712,0.9708698987960817,Kiba,cold_drug,Training,InHouse
DCN,0.7237546666312767,0.4901221990585327,0.5238208174705505,0.1488303542137146,0.5327337719711027,0.31220055,0.1542014479637146,Kiba,cold_drug,Validation,InHouse
DCN,0.7841520957795692,0.521694004535675,0.6148945093154907,0.1587944030761718,0.5414973024154395,0.32751274,0.1610398292541504,Kiba,cold_drug,Test,InHouse
GCN,0.3194255878001508,0.220684677362442,0.1020327061414718,0.8537113666534424,0.925006294832555,0.15215397,0.8555225133895874,Kiba,cold_drug,Training,InHouse
GCN,0.7606945488132791,0.5328285694122314,0.5786561965942383,0.0597269535064697,0.4923056506089577,0.36294746,0.064404010772705,Kiba,cold_drug,Validation,InHouse
GCN,0.8508197099664183,0.5750910639762878,0.7238941788673401,0.0096776485443115,0.467665090560713,0.3692732,0.0104362368583679,Kiba,cold_drug,Test,InHouse
DeepDTA,0.5951120915334,0.350504606962204,0.3541584014892578,0.4512875080108642,0.67219838,0.13241386,0.451287567615509,Kiba,cold_protein,Training,InHouse
DeepDTA,0.6783943590586436,0.3774530291557312,0.4602189064025879,0.2620458006858825,0.5549735,0.06877899,0.300311267375946,Kiba,cold_protein,Validation,InHouse
DeepDTA,0.7386104515839154,0.4087978899478912,0.5455453991889954,0.2064073085784912,0.5159667,0.06877899,0.2630382776260376,Kiba,cold_protein,Test,InHouse
Diffusion,0.3929584046778598,0.2705899775028229,0.1544163078069687,0.7750279903411865,0.8923569871102635,0.18467951,0.7957673072814941,Kiba,cold_protein,Training,InHouse
Diffusion,0.6210674064375628,0.4173239469528198,0.3857247233390808,0.426599383354187,0.6842994431591568,0.26864862,0.4671940803527832,Kiba,cold_protein,Validation,InHouse
Diffusion,0.6755253081123263,0.4432435929775238,0.4563344419002533,0.3912078142166137,0.6508424514280378,0.28122616,0.4223572015762329,Kiba,cold_protein,Test,InHouse
Random Forest,0.1906252917238786,0.11708779309844,0.0363380018448138,0.9470584775939386,0.981596166168384,0.064000254279998,0.9471105523182138,Kiba,cold_protein,Training,InHouse
Random Forest,0.6509589480066401,0.4585644336307558,0.4237475519899115,0.3700763105457442,0.6100721169930459,0.3449908762250011,0.3715781861587197,Kiba,cold_protein,Validation,InHouse
Random Forest,0.7015308407014276,0.4905037252339704,0.4921455204552518,0.3434326027348173,0.588425106418142,0.3560879383099973,0.3443563613942362,Kiba,cold_protein,Test,InHouse
SVR,0.6268166913736082,0.3738759340079361,0.3928991645845572,0.4275777734282652,0.6812404807534725,0.1892908465495173,0.449692704512029,Kiba,cold_protein,Training,InHouse
SVR,0.704672767081107,0.4657332676410615,0.496563708665744,0.261831149364939,0.5483155750920519,0.3024642657567904,0.3005965315424936,Kiba,cold_protein,Validation,InHouse
SVR,0.7434251684633038,0.4834183329408233,0.5526809811046915,0.2626727295085296,0.5456066595487699,0.2997813258781558,0.2963955396445081,Kiba,cold_protein,Test,InHouse
GBM,0.6535964960317061,0.4470160345137452,0.4271883796249239,0.3776211672808384,0.645402814921444,0.2976974167065496,0.3776211672808384,Kiba,cold_protein,Training,InHouse
GBM,0.7232439465571084,0.5202162771776196,0.5230818062315016,0.2224105609096514,0.4829803378332204,0.3863362575028306,0.2263742051559985,Kiba,cold_protein,Validation,InHouse
GBM,0.7712007491505647,0.5447597065868356,0.5947505954903922,0.2065479938904577,0.4683992187547363,0.3943877350060329,0.2099814995063402,Kiba,cold_protein,Test,InHouse
Linear Regression,0.6960864263878938,0.4871288233970018,0.4845363130014686,0.2940698781163526,0.5422821033557813,0.3399242231728516,0.2940698796199302,Kiba,cold_protein,Training,InHouse
Linear Regression,0.7579618122380087,0.5465375007181246,0.5745061088111264,0.145965549589939,0.4119581507735685,0.3976127298186043,0.1507404731232889,Kiba,cold_protein,Validation,InHouse
Linear Regression,0.7920884826707771,0.5527428470440882,0.627404164379694,0.1629851291563926,0.4195656970878684,0.3896089553833004,0.1697299556372796,Kiba,cold_protein,Test,InHouse
MLP,0.3100944582393993,0.2145869854929815,0.0961585730307865,0.8599047556223613,0.930165404489142,0.1468871688986812,0.8599245375653177,Kiba,cold_protein,Training,InHouse
MLP,0.7065886921162974,0.4987819367832308,0.4992675798266196,0.2578116984218732,0.6169737849567357,0.3448992457790529,0.2886644382871911,Kiba,cold_protein,Validation,InHouse
MLP,0.7196690694067357,0.4796922791007563,0.5179235694607569,0.3090423140119562,0.6109336465161949,0.3012784275839859,0.3170116457154267,Kiba,cold_protein,Test,InHouse
XGBoost,0.4165049789937955,0.2855864982623489,0.1734763975266221,0.7472589542539958,0.8690600617808342,0.1919942879509282,0.7472589626646242,Kiba,cold_protein,Training,InHouse
XGBoost,0.6402013290783285,0.4565994547897204,0.4098577417536582,0.3907242658407129,0.6289605184675925,0.3433243801071777,0.3925469400406168,Kiba,cold_protein,Validation,InHouse
XGBoost,0.6873731646721586,0.4869997766080798,0.4724818675114184,0.3696657246417603,0.6092122330346084,0.3632216959272458,0.3702074252195245,Kiba,cold_protein,Test,InHouse
GraphDTA,0.5279123137589912,0.3879143595695495,0.2786914110183716,0.5939692258834839,0.7886158793849887,0.2930293,0.6201964616775513,Kiba,cold_protein,Training,InHouse
GraphDTA,0.7038715425967684,0.5007609724998474,0.4954351484775543,0.2635088562965393,0.5439869182924335,0.35007763,0.2958934307098388,Kiba,cold_protein,Validation,InHouse
GraphDTA,0.7786857484178862,0.530634343624115,0.6063514947891235,0.1910712718963623,0.4612780281978823,0.36412144,0.211008608341217,Kiba,cold_protein,Test,InHouse
FNN,0.3167376489933476,0.2131544947624206,0.100322738289833,0.8538379073143005,0.9266118512048604,0.1352787,0.8551939725875854,Kiba,cold_protein,Training,InHouse
FNN,0.6731992136246321,0.4733646810054779,0.453197181224823,0.3262978792190552,0.6042015608319166,0.33835316,0.3283162117004394,Kiba,cold_protein,Validation,InHouse
FNN,0.6749384260350532,0.4565906822681427,0.4555418789386749,0.3922652006149292,0.6320336365321089,0.30456448,0.3935198783874511,Kiba,cold_protein,Test,InHouse
DeepPurpose,0.5157286579483523,0.3465844754533744,0.2659760486292086,0.6124944624606927,0.78502622314038,0.2188841906057135,0.6155960302031336,Kiba,cold_protein,Training,InHouse
DeepPurpose,0.6438844731129207,0.4631641546017002,0.4145872147159035,0.3836936480977634,0.6203573632029729,0.3490301461179195,0.3837630883356074,Kiba,cold_protein,Validation,InHouse
DeepPurpose,0.7138254696067559,0.5033677312016729,0.5095468010593056,0.3202176936471229,0.5673352352338751,0.3672355651855472,0.321468976705047,Kiba,cold_protein,Test,InHouse
DCN,0.1275649513268892,0.089844100177288,0.0162728168070316,0.976291835308075,0.9881190666629142,0.06676626,0.9762953519821168,Kiba,cold_protein,Training,InHouse
DCN,0.7049626813304617,0.4937392771244049,0.496972382068634,0.2612237334251404,0.6054292884551785,0.34145117,0.2743210792541504,Kiba,cold_protein,Validation,InHouse
DCN,0.7196812194868206,0.4834930300712585,0.5179410576820374,0.3090189099311828,0.6013721650269857,0.30863,0.3127714991569519,Kiba,cold_protein,Test,InHouse
GCN,0.3295100927999598,0.2301940023899078,0.1085769012570381,0.841812252998352,0.9207118192471256,0.1595335,0.8477094173431396,Kiba,cold_protein,Training,InHouse
GCN,0.7880762943401077,0.5602790117263794,0.6210642457008362,0.0767544507980346,0.5553478868419691,0.3897152,0.0898807644844055,Kiba,cold_protein,Validation,InHouse
GCN,0.7086387191012372,0.4785164296627044,0.5021688342094421,0.3300605416297912,0.6166008898833816,0.31173992,0.3492247462272644,Kiba,cold_protein,Test,InHouse
