Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL95097,Chembl95097,
CHEMBL105442,Ci-1040,2.0
CHEMBL1080218,Chembl1080218,
CHEMBL116455,Thioglycolic Acid,-1.0
CHEMBL1200748,Carbidopa,4.0
CHEMBL1200831,Spirapril Hydrochloride,4.0
CHEMBL1201131,Piperonyl Butoxide,4.0
CHEMBL1201329,Trimethaphan,4.0
CHEMBL1233057,Chembl1233057,
CHEMBL1233867,Dndi1417012,
CHEMBL1236104,Chembl1236104,
CHEMBL1289110,Tianeptine,3.0
CHEMBL1318287,Pentolinium Tartrate,4.0
CHEMBL1322884,Phenothrin,4.0
CHEMBL1475741,Chembl1475741,
CHEMBL1614652,Repinotan,2.0
CHEMBL1644614,Chembl1644614,
CHEMBL1697771,Rebamipide,3.0
CHEMBL1697826,Butaperazine,2.0
CHEMBL1794070,Gsk-579289A,
CHEMBL1801378,Chembl1801378,
CHEMBL1902931,Dithiopyr,
CHEMBL1933349,Mk-0893,2.0
CHEMBL207994,Chembl207994,
CHEMBL2104318,Dimesna,3.0
CHEMBL2104668,Embutramide,2.0
CHEMBL2107783,Taprenepag,2.0
CHEMBL2111100,Mifamurtide Acid,4.0
CHEMBL2171172,Chembl2171172,
CHEMBL22097,Lormetazepam,4.0
CHEMBL2220482,Chembl2220482,
CHEMBL2315940,Chembl2315940,
CHEMBL2365390,Chembl2365390,
CHEMBL2371928,Chembl2371928,
CHEMBL2408238,Chembl2408238,
CHEMBL255805,Chembl255805,
CHEMBL297053,Chembl297053,
CHEMBL3039509,Tildipirosin,2.0
CHEMBL3187229,Chembl3187229,
CHEMBL3317857,Vaborbactam,4.0
CHEMBL3358841,Chembl3358841,
CHEMBL3427401,Chembl3427401,
CHEMBL352764,A-357300,
CHEMBL3545108,Azd9056,2.0
CHEMBL360304,Chembl360304,
CHEMBL365307,Chembl365307,
CHEMBL3686884,E-7090,2.0
CHEMBL3707239,Etofylline Nicotinate,-1.0
CHEMBL3707287,Aluminium Nicotinate,-1.0
CHEMBL3707390,Mebicar,-1.0
CHEMBL3752151,Chembl3752151,
CHEMBL3781751,Iadademstat,2.0
CHEMBL380955,Chembl380955,
CHEMBL391910,Chembl391910,
CHEMBL3939295,H3B-6527,1.0
CHEMBL395091,Esketamine,4.0
CHEMBL398485,Chembl398485,
CHEMBL3989825,Cycloguanil Pamoate,2.0
CHEMBL4101493,Chembl4101493,
CHEMBL425386,Chembl425386,
CHEMBL4297609,Olorofim,3.0
CHEMBL4297643,Apilimod,2.0
CHEMBL434369,Chembl434369,
CHEMBL4594450,Ibuprofen Arginine,1.0
CHEMBL46486,Tetramethylammonium Ion,
CHEMBL4650223,Toludesvenlafaxine Hydrochloride,1.0
CHEMBL470365,Chembl470365,
CHEMBL474902,Chembl474902,
CHEMBL478464,Chembl478464,
CHEMBL4802140,Bms-686117,1.0
CHEMBL5177469,Chembl5177469,
CHEMBL5314604,Divarasib Adipate,1.0
CHEMBL5314963,Nesvategrast Isobutanolammonium,2.0
CHEMBL600,Acetylcysteine,4.0
CHEMBL642,Acebutolol,4.0
CHEMBL107,Colchicine,4.0
CHEMBL1079935,Amperozide,2.0
CHEMBL1097521,Chembl1097521,
CHEMBL112896,Chembl112896,
CHEMBL113,Caffeine,4.0
CHEMBL1200449,Triamcinolone Diacetate,4.0
CHEMBL1200503,Bromocriptine Mesylate,4.0
CHEMBL1200545,Diflorasone Diacetate,4.0
CHEMBL1201780,Carglumic Acid,4.0
CHEMBL120643,Chembl120643,
CHEMBL1213252,Clorazepic Acid,4.0
CHEMBL1223204,Chembl1223204,
CHEMBL1229651,Chembl1229651,
CHEMBL1232369,Chembl1232369,
CHEMBL1236395,Trehalose,3.0
CHEMBL1616141,Chembl1616141,
CHEMBL1697759,Morinamide,2.0
CHEMBL1822468,Chembl1822468,
CHEMBL188381,Gw806742X,
CHEMBL1906890,Hydroquinidine,3.0
CHEMBL1908391,Masitinib,4.0
CHEMBL1927030,Levmetamfetamine,2.0
CHEMBL2063215,Sc-43,1.0
CHEMBL2103810,Ezatiostat Hydrochloride,2.0
CHEMBL2104153,Cyamemazine,2.0
CHEMBL2104254,Etoxeridine,2.0
CHEMBL2104722,Picloxydine,2.0
CHEMBL212301,D-Arginine,
CHEMBL2146110,Sarizotan Hydrochloride,3.0
CHEMBL219314,Chembl219314,
CHEMBL222440,Acifluorfen,
CHEMBL2312181,P-276-00,2.0
CHEMBL232566,Chembl232566,
CHEMBL2413471,Chembl2413471,
CHEMBL247398,Chembl247398,
CHEMBL275661,Succinimide,-1.0
CHEMBL313155,Neotetrazolium Chloride,1.0
CHEMBL3301618,Motolimod,2.0
CHEMBL3357685,Pclx-001,1.0
CHEMBL3589328,Chembl3589328,
CHEMBL367315,Ly-292223,
CHEMBL3707373,Dexisometheptene Mucate,2.0
CHEMBL3753082,Chembl3753082,
CHEMBL398440,Chloroxylenol,4.0
CHEMBL4073553,Chembl4073553,
CHEMBL4125752,Chembl4125752,
CHEMBL4247977,Chembl4247977,
CHEMBL4282264,A-485,
CHEMBL4290132,Chembl4290132,
CHEMBL4297496,Jnj-27548547,1.0
CHEMBL435385,Chembl435385,
CHEMBL44657,Etoposide,4.0
CHEMBL488084,Chembl488084,
CHEMBL5095224,Eliapixant,2.0
CHEMBL5314517,Emilumenib,2.0
CHEMBL5314932,Tre-515,1.0
CHEMBL544665,Fingolimod Hydrochloride,4.0
CHEMBL56053,Chembl56053,
CHEMBL56190,Chembl56190,
CHEMBL648,Cyclizine,4.0
CHEMBL74926,Phenserine,
CHEMBL989,Fluocinolone Acetonide,4.0
CHEMBL1037,Guanadrel,4.0
CHEMBL1095817,Chembl1095817,
CHEMBL1160563,3-Phosphoglyceric Acid,
CHEMBL1165342,Vincamine,4.0
CHEMBL1182777,Chembl1182777,
CHEMBL1200878,Triamcinolone Hexacetonide,4.0
CHEMBL1201139,Megestrol Acetate,4.0
CHEMBL1201173,Medrysone,4.0
CHEMBL1201250,Benzquinamide,4.0
CHEMBL1201733,Pazopanib Hydrochloride,4.0
CHEMBL1213251,Clobenzorex,2.0
CHEMBL1231778,Chembl1231778,
CHEMBL1235693,Chembl1235693,
CHEMBL1334692,Lonazolac,2.0
CHEMBL139908,Chembl139908,
CHEMBL1472975,Perospirone,2.0
CHEMBL1490082,Chembl1490082,
CHEMBL15063,Atrazine,
CHEMBL1518,Propylthiouracil,4.0
CHEMBL1570,Sulfoxone,4.0
CHEMBL1615438,Levocabastine,4.0
CHEMBL161724,Chembl161724,
CHEMBL1622930,Chembl1622930,
CHEMBL1650595,Ar-12,1.0
CHEMBL167882,Chembl167882,
CHEMBL170077,Chembl170077,
CHEMBL1722501,Pyrithyldione,2.0
CHEMBL1738962,Chembl1738962,
CHEMBL176544,Chembl176544,
CHEMBL1834663,Chembl1834663,
CHEMBL184372,Chembl184372,
CHEMBL1875999,7-Keto Dehydroepiandrosterone,2.0
CHEMBL189475,Ladarixin,3.0
CHEMBL1909283,Mebanazine,4.0
CHEMBL2022995,Chembl2022995,
CHEMBL2063331,Chembl2063331,
CHEMBL2105240,Pirnabine,2.0
CHEMBL2105669,Tedizolid Phosphate,4.0
CHEMBL2105709,Quizartinib Dihydrochloride,4.0
CHEMBL2107396,Furaprofen,2.0
CHEMBL2107801,Resequinil,2.0
CHEMBL2159748,Chembl2159748,
CHEMBL218677,Chembl218677,
CHEMBL218748,Chembl218748,
CHEMBL221170,Chembl221170,
CHEMBL2348154,Chembl2348154,
CHEMBL2364635,Tafenoquine Succinate,4.0
CHEMBL2398772,Chembl2398772,
CHEMBL2407746,Chembl2407746,
CHEMBL246209,Chembl246209,
CHEMBL258282,Chembl258282,
CHEMBL259223,Menatetrenone,3.0
CHEMBL26260,Beta-Naphthoflavone,
CHEMBL268772,Chembl268772,
CHEMBL273822,Chembl273822,
CHEMBL3247378,Darinaparsin,2.0
CHEMBL326651,Chembl326651,
CHEMBL3338865,Chembl3338865,
CHEMBL3393333,Chembl3393333,
CHEMBL3545365,Altiratinib,2.0
CHEMBL359482,Chembl359482,
CHEMBL3613671,Chembl3613671,
CHEMBL361403,Chembl361403,
CHEMBL371732,Chembl371732,
CHEMBL377300,Brivanib,3.0
CHEMBL3774414,Chembl3774414,
CHEMBL381526,Chembl381526,
CHEMBL3916243,Atabecestat,2.0
CHEMBL3989974,Cefiderocol,4.0
CHEMBL402747,Chembl402747,
CHEMBL4065619,Chembl4065619,
CHEMBL4075540,Chembl4075540,
CHEMBL407938,Chembl407938,
CHEMBL42743,Tylosin,2.0
CHEMBL4283513,Chembl4283513,
CHEMBL4297067,Fluorescein,4.0
CHEMBL4297188,Miransertib,2.0
CHEMBL4297259,Alt-2074,2.0
CHEMBL4297433,Methanesulfonyl Fluoride,1.0
CHEMBL4297469,Lgd-6972,2.0
CHEMBL4297661,Tarloxotinib,2.0
CHEMBL4297866,Abivertinib Maleate,3.0
CHEMBL442714,Chembl442714,
CHEMBL449,Butabarbital,4.0
CHEMBL453620,Chembl453620,
CHEMBL454568,Myxothiazol,
CHEMBL4650443,Vebreltinib,1.0
CHEMBL466246,Laninamivir,-1.0
CHEMBL467987,2-Hydroxy-Estradiol,
CHEMBL4754443,Chembl4754443,
CHEMBL494916,Chembl494916,
CHEMBL5095038,Ziftomenib,1.0
CHEMBL517438,R-116010,
CHEMBL5314387,Mk-1496,1.0
CHEMBL541388,Fasudil Hydrochloride,2.0
CHEMBL561907,Chembl561907,
CHEMBL590716,Chembl590716,
CHEMBL603367,Chembl603367,
CHEMBL728,Prochlorperazine,4.0
CHEMBL782,Tolbutamide,4.0
CHEMBL82301,Vicriviroc,3.0
CHEMBL1078594,Chembl1078594,
CHEMBL1087180,Ganoderic Acid B,
CHEMBL1089443,Chembl1089443,
CHEMBL1092394,Chembl1092394,
CHEMBL1092824,Chembl1092824,
CHEMBL1095498,Chembl1095498,
CHEMBL1200946,Nandrolone Decanoate,4.0
CHEMBL121626,Tolfenamic Acid,4.0
CHEMBL1230893,Chembl1230893,
CHEMBL1232952,Gibberellin A3,
CHEMBL1233202,Haloxyfop-R-Methyl,
CHEMBL124339,Chembl124339,
CHEMBL1288810,Levodropropizine,3.0
CHEMBL135626,Ethane,2.0
CHEMBL1688530,Oritavancin,4.0
CHEMBL169896,Osi-7904,2.0
CHEMBL170797,Ethoheptazine,-1.0
CHEMBL176045,Fanchinin,
CHEMBL177880,Pamoic Acid,
CHEMBL182032,Chembl182032,
CHEMBL182277,Chembl182277,
CHEMBL18901,Efaproxiral,3.0
CHEMBL192,Sildenafil,4.0
CHEMBL1944785,Chembl1944785,
CHEMBL2068971,Rostafuroxin,2.0
CHEMBL2105734,Sepantronium Bromide,2.0
CHEMBL2106179,Fasoracetam,2.0
CHEMBL2106755,Magnesium Salicylate,-1.0
CHEMBL2111086,Canfosfamide,3.0
CHEMBL2178577,Azd-5363,
CHEMBL2181932,Chembl2181932,
CHEMBL2315939,Chembl2315939,
CHEMBL241303,Chembl241303,
CHEMBL284616,Chlorogenic Acid,2.0
CHEMBL301213,Chembl301213,
CHEMBL3183531,Chembl3183531,
CHEMBL3319482,Chembl3319482,
CHEMBL3357456,Chembl3357456,
CHEMBL34062,Chembl34062,
CHEMBL3545210,Sr16234,2.0
CHEMBL3547132,Fluorodopa,4.0
CHEMBL35820,Chembl35820,
CHEMBL361983,Chembl361983,
CHEMBL363392,Maralixibat,4.0
CHEMBL374731,Telbivudine,4.0
CHEMBL3828628,Chembl3828628,
CHEMBL3918017,Seletracetam,3.0
CHEMBL3989512,Soblidotin,2.0
CHEMBL3989829,Netilmicin Sulfate,4.0
CHEMBL4072756,Azd-5423,2.0
CHEMBL411178,Chembl411178,
CHEMBL411758,Chembl411758,
CHEMBL4117701,Chembl4117701,
CHEMBL4160544,Chembl4160544,
CHEMBL4297630,Cotadutide,2.0
CHEMBL4297659,Menaquinone,-1.0
CHEMBL434785,Chembl434785,
CHEMBL451855,Selenazole-4-Carboxamide Adenine Dinucleotide,
CHEMBL4594380,Deudomperidone,2.0
CHEMBL470581,Chembl470581,
CHEMBL4788728,"6,7-Dihydro-5H-Pyrrolo[3,4-B]Pyridine",2.0
CHEMBL482409,"2,6-Bis(4-Hydroxybenzylidene)Cyclohexanone",
CHEMBL485945,Chembl485945,
CHEMBL501711,Hyperforin,
CHEMBL513191,Chembl513191,
CHEMBL522877,Chembl522877,
CHEMBL5314400,Dwp05195,2.0
CHEMBL5315060,Enflicoxib,-1.0
CHEMBL564829,Milciclib,2.0
CHEMBL592893,Pha-408,
CHEMBL601773,Dihydroergocristine,-1.0
CHEMBL1005,Remifentanil,4.0
CHEMBL1062,Hydroxyprogesterone,2.0
CHEMBL1180074,Miristalkonium,2.0
CHEMBL1200613,Tolmetin Sodium,4.0
CHEMBL1201010,Fludrocortisone Acetate,4.0
CHEMBL1201407,Unoprostone,2.0
CHEMBL1209757,Chembl1209757,
CHEMBL1221561,Chembl1221561,
CHEMBL1222035,Ici-164384,
CHEMBL1231277,Chembl1231277,
CHEMBL1232313,Domoic Acid,
CHEMBL125386,Chembl125386,
CHEMBL1258633,Chembl1258633,
CHEMBL1269728,Chembl1269728,
CHEMBL1282,Imiquimod,4.0
CHEMBL1400561,Etiracetam,2.0
CHEMBL1465,Phenprocoumon,4.0
CHEMBL1618018,Homatropine,4.0
CHEMBL1807053,Chembl1807053,
CHEMBL2057236,Tp-271,1.0
CHEMBL2063443,Chembl2063443,
CHEMBL2104464,Vedaprofen,2.0
CHEMBL2104819,Letrazuril,2.0
CHEMBL2106238,Ethyl Linoleate,1.0
CHEMBL2178350,Chembl2178350,
CHEMBL2178578,Vercirnon,3.0
CHEMBL222419,Gsk-237701A,
CHEMBL2311933,Chembl2311933,
CHEMBL2316141,Chembl2316141,
CHEMBL2316207,Fs-694,
CHEMBL2325418,Chembl2325418,
CHEMBL2326408,Chembl2326408,
CHEMBL2356172,Chembl2356172,
CHEMBL2392545,Tak-960,1.0
CHEMBL2425971,Chembl2425971,
CHEMBL275339,Chembl275339,
CHEMBL284104,Dipicolinic Acid,
CHEMBL295619,Rufloxacin,2.0
CHEMBL3086768,Chembl3086768,
CHEMBL3113734,Uk-500001,2.0
CHEMBL3126832,Obp-801,1.0
CHEMBL3219124,Azd-1656,2.0
CHEMBL3286734,Chembl3286734,
CHEMBL3353353,Chembl3353353,
CHEMBL3356143,Chembl3356143,
CHEMBL3414623,Chembl3414623,
CHEMBL3545169,Azd1305,2.0
CHEMBL3545378,Mk-6592,1.0
CHEMBL355200,Eniluracil,3.0
CHEMBL3577182,Chembl3577182,
CHEMBL3601223,Chembl3601223,
CHEMBL3644587,2X-121,2.0
CHEMBL3655081,Abrocitinib,4.0
CHEMBL3707333,Sodium Perborate,4.0
CHEMBL3746640,Chembl3746640,
CHEMBL3989640,Magnesium Gluconate,4.0
CHEMBL3989698,Tranylcypromine Sulfate,4.0
CHEMBL3989947,Olumacostat Glasaretil,3.0
CHEMBL4068919,Chembl4068919,
CHEMBL4070053,Chembl4070053,
CHEMBL4296719,Dutogliptin,3.0
CHEMBL4297277,Diepalrestat Choline,2.0
CHEMBL4442620,Roniciclib,2.0
CHEMBL4456085,Bay-1217389,1.0
CHEMBL4518483,Danuglipron,2.0
CHEMBL494162,Chembl494162,
CHEMBL506,Primaquine,4.0
CHEMBL506247,Tannic Acid,4.0
CHEMBL5095198,Tildacerfont,2.0
CHEMBL517231,Islatravir,3.0
CHEMBL521606,Nadolol,4.0
CHEMBL5314576,Iclepertin,3.0
CHEMBL5314607,Gildeuretinol Acetate,1.0
CHEMBL561660,Chembl561660,
CHEMBL600811,Chembl600811,
CHEMBL714,Albuterol,4.0
CHEMBL72,Desipramine,4.0
CHEMBL106247,Chembl106247,
CHEMBL1089318,Opicapone,4.0
CHEMBL1093059,Bardoxolone,2.0
CHEMBL11298,Serine,3.0
CHEMBL116943,Pentylenetetrazol,2.0
CHEMBL1201161,Mafenide Acetate,4.0
CHEMBL1231557,Chembl1231557,
CHEMBL1232131,Dobesilic Acid,4.0
CHEMBL1235351,Pimelic Acid,
CHEMBL1235353,Pyridoxamine Phosphate Anhydrous,-1.0
CHEMBL1236345,Trinitrotoluene,
CHEMBL123794,Chembl123794,
CHEMBL124576,Chembl124576,
CHEMBL1314,Tiopronin,4.0
CHEMBL1384502,Chembl1384502,
CHEMBL139835,Cyproterone Acetate,4.0
CHEMBL1480987,Cyclandelate,4.0
CHEMBL1619758,Etryptamine,-1.0
CHEMBL1628504,Rilpivirine Hydrochloride,4.0
CHEMBL168634,Chembl168634,
CHEMBL1689,Tolazoline Hydrochloride,4.0
CHEMBL1689285,Sodium Bisulfite,-1.0
CHEMBL1774204,Chembl1774204,
CHEMBL178090,Chembl178090,
CHEMBL1802406,Chembl1802406,
CHEMBL1819261,Chembl1819261,
CHEMBL1835416,Chembl1835416,
CHEMBL18850,Cyclohexanone,
CHEMBL1889041,Fenpropidin,-1.0
CHEMBL1892145,Vinburnine,2.0
CHEMBL199237,Chembl199237,
CHEMBL205504,Chembl205504,
CHEMBL2103793,Agatolimod Sodium,3.0
CHEMBL2105712,Afatinib Dimaleate,4.0
CHEMBL2106643,Mycophenolate Sodium,4.0
CHEMBL2177649,Chembl2177649,
CHEMBL222649,Chembl222649,
CHEMBL233149,Chembl233149,
CHEMBL2360580,Buclizine Hydrochloride,4.0
CHEMBL2408244,Chembl2408244,
CHEMBL278255,Clinafloxacin,-1.0
CHEMBL278663,Para-Methoxyamphetamine,
CHEMBL3109630,Chembl3109630,
CHEMBL3127510,Chembl3127510,
CHEMBL325439,Bepafant,2.0
CHEMBL3407547,Firsocostat,2.0
CHEMBL3408946,Chembl3408946,
CHEMBL3545264,Ly-2874455,1.0
CHEMBL4083642,Chembl4083642,
CHEMBL4088518,Chembl4088518,
CHEMBL4096207,Chembl4096207,
CHEMBL4105491,Chembl4105491,
CHEMBL4209562,Chembl4209562,
CHEMBL4285883,Oleandrin,1.0
CHEMBL4297206,Silver Diammine Fluoride,3.0
CHEMBL4297255,Abp-700,2.0
CHEMBL4297504,Beloranib,3.0
CHEMBL447183,Ar-C102222,
CHEMBL452461,Perzinfotel,2.0
CHEMBL452648,Chembl452648,
CHEMBL4594299,Encequidar Mesylate,3.0
CHEMBL4594395,Potassium Oxybate,4.0
CHEMBL460460,Chembl460460,
CHEMBL4744680,Chembl4744680,
CHEMBL503699,Chembl503699,
CHEMBL520613,Albitiazolium Bromide,2.0
CHEMBL524533,Chembl524533,
CHEMBL5315049,Sitagliptin Fumarate,4.0
CHEMBL562668,Otenabant,3.0
CHEMBL58,Mitoxantrone,4.0
CHEMBL66380,2-(3-Cyclohexylureido)Acetic Acid,
CHEMBL6993,Chembl6993,
CHEMBL93268,Sodium Nitrite,4.0
CHEMBL950,Benzoyl Formic Acid,
CHEMBL996,Cefoxitin,4.0
CHEMBL9960,Azd-7624,2.0
CHEMBL100763,Chembl100763,
CHEMBL105184,Bifendate,1.0
CHEMBL1094981,Chembl1094981,
CHEMBL1173814,Chembl1173814,
CHEMBL1193,Pheniramine,4.0
CHEMBL1198148,Chembl1198148,
CHEMBL1200756,Pyridoxine Hydrochloride,4.0
CHEMBL1200774,Fluprednisolone,4.0
CHEMBL1200795,Clemastine Fumarate,4.0
CHEMBL1201764,Fesoterodine,4.0
CHEMBL1208835,Chembl1208835,
CHEMBL1234751,Acetylglutamic Acid,
CHEMBL1236446,Chembl1236446,
CHEMBL1328968,Melengestrol Acetate,2.0
CHEMBL142936,Diethyltryptamine,
CHEMBL1490267,Chembl1490267,
CHEMBL1663,Perflutren,4.0
CHEMBL1697843,Metildigoxin,4.0
CHEMBL1716983,Enisamium Iodide,3.0
CHEMBL1807305,Chembl1807305,
CHEMBL197576,Chembl197576,
CHEMBL202609,Chembl202609,
CHEMBL208652,Chembl208652,
CHEMBL2103778,Cilansetron,2.0
CHEMBL2105890,Mitemcinal Fumarate,2.0
CHEMBL2106499,Valtorcitabine,2.0
CHEMBL2106763,Fluprednidene,2.0
CHEMBL2107383,Vernakalant Hydrochloride,4.0
CHEMBL212870,Chembl212870,
CHEMBL220492,Topiramate,4.0
CHEMBL227439,Chembl227439,
CHEMBL2366023,Chembl2366023,
CHEMBL2375161,Surotomycin,3.0
CHEMBL2393183,Chembl2393183,
CHEMBL272609,Chembl272609,
CHEMBL29,Benzylpenicillin,4.0
CHEMBL3197805,Chembl3197805,
CHEMBL3356010,Chembl3356010,
CHEMBL3360530,Chembl3360530,
CHEMBL338966,Chembl338966,
CHEMBL3393066,Chembl3393066,
CHEMBL3544964,Ravoxertinib,2.0
CHEMBL3577885,Pf-05105679,1.0
CHEMBL3833391,Clofezone,2.0
CHEMBL4069704,Rodatristat Ethyl,2.0
CHEMBL4074778,Chembl4074778,
CHEMBL408513,Belinostat,4.0
CHEMBL413825,Chembl413825,
CHEMBL42161,Misonidazole,2.0
CHEMBL4218271,Numidargistat,2.0
CHEMBL4297478,Vamotinib,2.0
CHEMBL433,Valproate Sodium,4.0
CHEMBL451509,Chembl451509,
CHEMBL4530740,Bi 1950,
CHEMBL4564280,Chembl4564280,
CHEMBL461767,Chembl461767,
CHEMBL4650359,Ovatodiolide,1.0
CHEMBL468837,Heptabarbital,2.0
CHEMBL473326,Chembl473326,
CHEMBL484780,Chembl484780,
CHEMBL5314399,Jts-653,2.0
CHEMBL690,Pravastatin Sodium,4.0
CHEMBL8224,Chembl8224,
CHEMBL93464,Chembl93464,
CHEMBL1090043,Chembl1090043,
CHEMBL1090383,Chembl1090383,
CHEMBL1092815,Chembl1092815,
CHEMBL116675,Trifluoroethanol,
CHEMBL1170047,Iniparib,3.0
CHEMBL1200405,Bitolterol Mesylate,4.0
CHEMBL1201154,Prochlorperazine Edisylate,4.0
CHEMBL1201187,Maraviroc,4.0
CHEMBL1224745,Chembl1224745,
CHEMBL1229989,Chembl1229989,
CHEMBL1236347,Chembl1236347,
CHEMBL1237007,Chembl1237007,
CHEMBL1237072,Dirithromycin,4.0
CHEMBL12543,Methylpyrrolidone,1.0
CHEMBL1449018,Chembl1449018,
CHEMBL1570482,Monoctanoin Component A,-1.0
CHEMBL1621597,Ipratropium,4.0
CHEMBL1644,Cefadroxil,4.0
CHEMBL1891894,Chembl1891894,
CHEMBL1951865,Cms-121,1.0
CHEMBL196571,Chembl196571,
CHEMBL2000716,Caricotamide,2.0
CHEMBL2011961,Chembl2011961,
CHEMBL204992,Chembl204992,
CHEMBL209740,Chembl209740,
CHEMBL2104356,Ketazolam,4.0
CHEMBL2105187,Mazaticol,2.0
CHEMBL2105945,Aceneuramic Acid,3.0
CHEMBL221976,Chembl221976,
CHEMBL2425964,Chembl2425964,
CHEMBL244229,Chembl244229,
CHEMBL249856,Enoximone,4.0
CHEMBL25856,Dihydrexidine,2.0
CHEMBL260200,Chembl260200,
CHEMBL266349,Melagatran,4.0
CHEMBL277238,Chembl277238,
CHEMBL278703,Erteberel,2.0
CHEMBL289228,Tipifarnib,3.0
CHEMBL3215298,Abamectin,3.0
CHEMBL322857,Chembl322857,
CHEMBL3301604,Ralinepag,3.0
CHEMBL336296,Uridine Triphosphate,3.0
CHEMBL3421731,Chembl3421731,
CHEMBL343633,Esatenolol,2.0
CHEMBL34964,Benzo[B]Thiophen-2-Boronic Acid,
CHEMBL356310,Chembl356310,
CHEMBL3609305,Chembl3609305,
CHEMBL3612505,Chembl3612505,
CHEMBL3661115,Tas-116,2.0
CHEMBL3716440,Chembl3716440,
CHEMBL3746031,Chembl3746031,
CHEMBL3775504,Chembl3775504,
CHEMBL382576,Chembl382576,
CHEMBL385049,Chembl385049,
CHEMBL38943,Gw501516,2.0
CHEMBL389471,Coumermycin A1,
CHEMBL397858,Chembl397858,
CHEMBL3989517,Ioflupane I 123,4.0
CHEMBL3989595,Bietaserpine,2.0
CHEMBL4091626,Chembl4091626,
CHEMBL4116378,Ganfeborole,2.0
CHEMBL4164271,Chembl4164271,
CHEMBL4173974,Astx-660,1.0
CHEMBL4245197,Chembl4245197,
CHEMBL4297063,Dovitinib Lactate,2.0
CHEMBL4297283,Glycovir,2.0
CHEMBL4297327,Suvn-D4010,1.0
CHEMBL4297356,Azd-8848,2.0
CHEMBL4297366,Cg-200745,2.0
CHEMBL4297430,Besigliptin Tosylate,2.0
CHEMBL442,Ergotamine,4.0
CHEMBL4594412,Incb-057643,1.0
CHEMBL46399,Phenazocine,4.0
CHEMBL4650281,Cln-081,1.0
CHEMBL4650318,Icenticaftor,2.0
CHEMBL469275,Chembl469275,
CHEMBL49004,Chembl49004,
CHEMBL5095229,Bezuclastinib,3.0
CHEMBL5314475,Palazestrant,2.0
CHEMBL5314589,Risevistinel,2.0
CHEMBL552425,Chembl552425,
CHEMBL57997,T-62,2.0
CHEMBL600447,Chembl600447,
CHEMBL603469,Lestaurtinib,3.0
CHEMBL65433,Imidurea,-1.0
CHEMBL73451,Mequitazine,4.0
CHEMBL74371,Chembl74371,
CHEMBL79280,Batabulin,2.0
CHEMBL82293,Palmitic Acid,-1.0
CHEMBL94,Physostigmine,4.0
CHEMBL95889,Betaine,4.0
CHEMBL97355,Chembl97355,
CHEMBL99447,Chembl99447,
CHEMBL1073,Glipizide,4.0
CHEMBL1076347,Triclocarban,4.0
CHEMBL1181633,Brilliant Green,
CHEMBL1187011,Domiphen,4.0
CHEMBL1194666,Diethylpropion,4.0
CHEMBL1200731,Potassium Chloride,4.0
CHEMBL1200768,Ceftazidime Sodium,4.0
CHEMBL1213352,Pinazepam,2.0
CHEMBL1231347,Chembl1231347,
CHEMBL1232397,Chembl1232397,
CHEMBL1254766,Dextrorphan,-1.0
CHEMBL136800,Cx516,2.0
CHEMBL1466,Dicumarol,4.0
CHEMBL1555,Galantamine Hydrobromide,4.0
CHEMBL15562,Pyrimidine,3.0
CHEMBL157366,Mosedipimod,2.0
CHEMBL17432,Chembl17432,
CHEMBL177033,Chembl177033,
CHEMBL1788384,Arsthinol,2.0
CHEMBL181954,Naveglitazar,2.0
CHEMBL186174,Chembl186174,
CHEMBL2031737,Chembl2031737,
CHEMBL2104045,Cinoxate,4.0
CHEMBL2104234,Benzethidine,2.0
CHEMBL2105040,Dimetofrine,2.0
CHEMBL2105131,Mefruside,4.0
CHEMBL2106167,Clorexolone,2.0
CHEMBL2106941,Pivhydrazine,-1.0
CHEMBL2110978,Methiodal,2.0
CHEMBL216105,Chembl216105,
CHEMBL221654,Chembl221654,
CHEMBL2252704,(+)-(6S)-Parasorbic Acid,
CHEMBL2387223,Chembl2387223,
CHEMBL2397146,Chembl2397146,
CHEMBL259450,Chembl259450,
CHEMBL262736,Chembl262736,
CHEMBL290140,Pnu-142372,
CHEMBL3236363,Chembl3236363,
CHEMBL3545122,Dolcanatide,2.0
CHEMBL3633460,Pf-06282999,1.0
CHEMBL370437,Chembl370437,
CHEMBL3716552,Bms-986141,2.0
CHEMBL372205,Lecozotan,3.0
CHEMBL3740721,Chembl3740721,
CHEMBL37858,Sarafloxacin,-1.0
CHEMBL3827489,Chembl3827489,
CHEMBL392500,Chembl392500,
CHEMBL3989481,Frakefamide,2.0
CHEMBL4091374,Lanifibranor,3.0
CHEMBL41342,Geranyl Diphosphate,
CHEMBL4216635,Chembl4216635,
CHEMBL4281240,Chembl4281240,
CHEMBL4282576,Chembl4282576,
CHEMBL4297364,Oxitropium,4.0
CHEMBL4297510,Emeramide,2.0
CHEMBL4466233,Pemrametostat,2.0
CHEMBL4553408,Chembl4553408,
CHEMBL4594348,Elsubrutinib,2.0
CHEMBL4594414,Mitoquinol Cation,2.0
CHEMBL469950,Chembl469950,
CHEMBL478649,Chembl478649,
CHEMBL479800,Chembl479800,
CHEMBL4802050,8Rk64,
CHEMBL4802250,Aspacytarabine Hydrochloride,1.0
CHEMBL493737,Methylinositol,2.0
