Drug Chembl ID,ICD10,logit_or,logit_ci_lower,logit_ci_upper,logit_p,exposed_occurred(a),exposed_no_occurred(b),no_exposed_occurred(c),no_exposed_no_occurred(d),Disease Description,Drug Name,Chembl ID,DrugBank ID,Drug Description,IUPAC Name,Molecular Weight,SMILES,ATC Code,ATC Level_0_code,ATC Level_0_name,ATC Level_1_code,ATC Level_1_name,ATC Level_2_code,ATC Level_2_name,ATC Level_3_code,ATC Level_3_name
CHEMBL1516,C02,0.235190379,0.054331308,1.018096497,0.0528708,2,14743,17,29473,Malignant neoplasm of other and unspecified parts of tongue,Olmesartan,CHEMBL1516,DB00275,"Olmesartan belongs to the angiotensin II receptor blocker (ARB) family of drugs, which also includes [telmisartan], [candesartan], [losartan], [valsartan], and [irbesartan]. ARBs selectively bind to angiotensin receptor 1 (AT1) and prevent the protein angiotensin II from binding and exerting its hypertensive effects, which include vasoconstriction, stimulation and synthesis of aldosterone and ADH, cardiac stimulation, and renal reabsorption of sodium, among others. Overall, olmesartan's physiologic effects lead to reduced blood pressure, lower aldosterone levels, reduced cardiac activity, and increased excretion of sodium. 

Olmesartan also affects the renin-angiotensin aldosterone system (RAAS), which plays an important role in hemostasis and regulation of kidney, vascular, and cardiac functions. Pharmacological blockade of RAAS via  AT1 receptor blockade inhibits negative regulatory feedback within RAAS, which is a contributing factor to the pathogenesis and progression of cardiovascular disease, heart failure, and renal disease. In particular, heart failure is associated with chronic activation of RAAS, leading to inappropriate fluid retention, vasoconstriction, and ultimately a further decline in left ventricular function. ARBs have been shown to have a protective effect on the heart by improving cardiac function, reducing afterload, increasing cardiac output and preventing ventricular hypertrophy and remodelling.[A174154] 

By comparison, the angiotensin-converting enzyme inhibitor (ACEi) class of medications (which includes drugs such as [ramipril], [lisinopril], and [perindopril]) inhibit the conversion of angiotensin I to angiotensin II through inhibition of the ACE enzyme. However, this does not prevent the formation of all angiotensin II within the body. The angiotensin II receptor blocker (ARB) family of drugs unique in that it blocks all angiotensin II activity, regardless of where or how it was synthesized. 

Olmesartan is commonly used for the management of hypertension and Type 2 Diabetes-associated nephropathy, particularly in patients who are unable to tolerate ACE inhibitors. ARBs such as olmesartan have been shown in a number of large-scale clinical outcomes trials to improve cardiovascular outcomes including reducing risk of myocardial infarction, stroke, the progression of heart failure, and hospitalization.[A174124,A178153,A173869,A185324,A185327,A185333,A185342,A185345] Like other ARBs, olmesartan blockade of RAAS slows the progression of diabetic nephropathy due to its renoprotective effects.[A185906,A185909,A185912] 

Orally available olmesartan is produced as the prodrug olmesartan medoxomil which is rapidly converted _in vivo_ to the pharmacologically active olmesartan.[A175330] It was developed by Daiichi Sankyo Pharmaceuticals and approved in 2002.[A175345, L12882]","4-(2-hydroxypropan-2-yl)-2-propyl-1-{[2'-(1H-1,2,3,4-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl]methyl}-1H-imidazole-5-carboxylic acid",446.5016,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C09CA08,C09CA,"Angiotensin II receptor blockers (ARBs), plain",C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C,CARDIOVASCULAR SYSTEM
CHEMBL1516,C02,0.235190379,0.054331308,1.018096497,0.0528708,2,14743,17,29473,Malignant neoplasm of other and unspecified parts of tongue,Olmesartan,CHEMBL1516,DB00275,"Olmesartan belongs to the angiotensin II receptor blocker (ARB) family of drugs, which also includes [telmisartan], [candesartan], [losartan], [valsartan], and [irbesartan]. ARBs selectively bind to angiotensin receptor 1 (AT1) and prevent the protein angiotensin II from binding and exerting its hypertensive effects, which include vasoconstriction, stimulation and synthesis of aldosterone and ADH, cardiac stimulation, and renal reabsorption of sodium, among others. Overall, olmesartan's physiologic effects lead to reduced blood pressure, lower aldosterone levels, reduced cardiac activity, and increased excretion of sodium. 

Olmesartan also affects the renin-angiotensin aldosterone system (RAAS), which plays an important role in hemostasis and regulation of kidney, vascular, and cardiac functions. Pharmacological blockade of RAAS via  AT1 receptor blockade inhibits negative regulatory feedback within RAAS, which is a contributing factor to the pathogenesis and progression of cardiovascular disease, heart failure, and renal disease. In particular, heart failure is associated with chronic activation of RAAS, leading to inappropriate fluid retention, vasoconstriction, and ultimately a further decline in left ventricular function. ARBs have been shown to have a protective effect on the heart by improving cardiac function, reducing afterload, increasing cardiac output and preventing ventricular hypertrophy and remodelling.[A174154] 

By comparison, the angiotensin-converting enzyme inhibitor (ACEi) class of medications (which includes drugs such as [ramipril], [lisinopril], and [perindopril]) inhibit the conversion of angiotensin I to angiotensin II through inhibition of the ACE enzyme. However, this does not prevent the formation of all angiotensin II within the body. The angiotensin II receptor blocker (ARB) family of drugs unique in that it blocks all angiotensin II activity, regardless of where or how it was synthesized. 

Olmesartan is commonly used for the management of hypertension and Type 2 Diabetes-associated nephropathy, particularly in patients who are unable to tolerate ACE inhibitors. ARBs such as olmesartan have been shown in a number of large-scale clinical outcomes trials to improve cardiovascular outcomes including reducing risk of myocardial infarction, stroke, the progression of heart failure, and hospitalization.[A174124,A178153,A173869,A185324,A185327,A185333,A185342,A185345] Like other ARBs, olmesartan blockade of RAAS slows the progression of diabetic nephropathy due to its renoprotective effects.[A185906,A185909,A185912] 

Orally available olmesartan is produced as the prodrug olmesartan medoxomil which is rapidly converted _in vivo_ to the pharmacologically active olmesartan.[A175330] It was developed by Daiichi Sankyo Pharmaceuticals and approved in 2002.[A175345, L12882]","4-(2-hydroxypropan-2-yl)-2-propyl-1-{[2'-(1H-1,2,3,4-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl]methyl}-1H-imidazole-5-carboxylic acid",446.5016,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C09DB02,C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C,CARDIOVASCULAR SYSTEM
CHEMBL953,C78,0.120197355,0.028808877,0.501491397,0.003649858,2,1732,33,3435,Secondary malignant neoplasm of resp and digestive organs,Entacapone,CHEMBL953,DB00494,"Entacapone is a selective, reversible catechol-O-methyl transferase (COMT) inhibitor for the treatment of Parkinson's disease. It is a member of the class of nitrocatechols. When administered concomittantly with levodopa and a decarboxylase inhibitor (e.g., carbidopa), increased and more sustained plasma levodopa concentrations are reached as compared to the administration of levodopa and a decarboxylase inhibitor.","(2E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",305.286,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,N04BX02,N04BX,Other dopaminergic agents,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA16,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA06,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA09,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA14,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03CA53,G03CA,"Natural and semisynthetic estrogens, plain",G03C,ESTROGENS,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA12,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB12,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB03,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA15,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB02,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FB10,G03FB,"Progestogens and estrogens, sequential preparations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA10,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03EA01,G03EA,Androgens and estrogens,G03E,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
CHEMBL135,C02,0.153786951,0.036498741,0.647979245,0.010734143,2,28585,26,57148,Malignant neoplasm of other and unspecified parts of tongue,Estradiol,CHEMBL135,DB00783,"Estradiol is a naturally occurring hormone circulating endogenously in females. It is commercially available in several hormone therapy products for managing conditions associated with reduced estrogen, such as vulvovaginal atrophy and hot flashes. Some available forms of estradiol include oral tablets, injections, vaginal rings, transdermal patches, sprays, gels, and creams.[L11485,L11488,L11491, L11494,L11497,L11500,L11503] 

When used for oral or IM administration, estradiol is commonly synthesized as a pro-drug ester (such as [DB13952], [DB13953], [DB13954], [DB13955], and [DB13956]). Because it has a low oral bioavailability on its own, estradiol is commonly formulated with an ester side-chain. [DB00977] (EE) is a synthetic form of estradiol commonly used as the estrogenic component of most combination oral contraceptive pills (OCPs). Ethinyl estradiol is different from estradiol due to its higher biovailability and increased resistance to metabolism, rendering it more suitable for oral administration.","(1S,3aS,3bR,9bS,11aS)-11a-methyl-1H,2H,3H,3aH,3bH,4H,5H,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-1,7-diol",272.382,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,G03FA04,G03FA,"Progestogens and estrogens, fixed combinations",G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,GENITO URINARY SYSTEM AND SEX HORMONES
